numero_dpe;date_etablissement_dpe;etiquette_dpe;etiquette_ges;type_batiment;annee_construction;type_installation_chauffage;hauteur_sous_plafond;surface_habitable_logement;code_postal_ban;code_departement_ban;coordonnee_cartographique_x_ban;coordonnee_cartographique_y_ban;nom_commune_ban;besoin_chauffage
2530E0139195Z;15/01/2025;C;C;appartement;1964;collectif;2.5;76;30800;30;815586.5;6288056.95;Saint-Gilles;42825.7
2530E1387132O;24/04/2025;C;A;maison;;;2.6;187.6;30160;30;790236.68;6358411.16;Gagni̬res;18268.1
2530E0412695F;06/02/2025;E;E;appartement;;individuel;3.1;116.2;30000;30;809476.16;6304706.87;N̨mes;23936.7
2530E0197635R;21/01/2025;D;B;maison;1955;;2.8;99.5;30960;30;792724.5;6347922.69;Les Mages;13783.5
2530E2140100W;29/06/2025;F;C;appartement;;individuel;2.4;40.3;30430;30;807225.27;6348522.31;M̩jannes-le-Clap;8273.5
2530E0485205B;12/02/2025;C;C;appartement;1982;individuel;2.5;77;30900;30;807703.84;6304992.98;N̨mes;9282.2
2530E0850907N;12/03/2025;B;B;appartement;2013;individuel;2.5;68.9;30000;30;809960.18;6304511.29;N̨mes;1118.5
2530E1749723J;27/05/2025;D;B;appartement;;individuel;3.3;47.8;30000;30;809610.73;6305459.05;N̨mes;3622.9
2530E0413977N;06/02/2025;D;B;appartement;;individuel;2.9;27;30200;30;829555.92;6341653.33;Bagnols-sur-C̬ze;2263
2530E1171818G;04/04/2025;C;C;appartement;1964;collectif;2.5;68;30100;30;786066.09;6336619.68;Al̬s;3486.8
2530E0768231R;06/03/2025;D;D;appartement;1978;individuel;2.5;53.6;30000;30;809763.64;6303672.45;N̨mes;4239.5
2530E1710878I;23/05/2025;C;B;appartement;1977;individuel;2.5;21.2;30240;30;791347.4;6268642.21;Le Grau-du-Roi;1261.6
2530E0127978O;13/01/2025;E;E;appartement;1901;individuel;3.1;56.2;30900;30;804983.4;6305985.23;N̨mes;10392.2
2530E0846967Z;13/03/2025;D;D;maison;1977;;2.6;186;30100;30;788807.8;6337081.3;Al̬s;16026
2530E0037539D;07/01/2025;B;A;maison;2008;;2.7;155.1;30330;30;827022.37;6332660;Gaujac;10382.2
2530E0728500O;04/03/2025;E;E;maison;1970;;2.8;174.3;30130;30;830263.02;6352332.16;Pont-Saint-Esprit;24242.8
2530E0172038E;17/01/2025;E;B;maison;1971;;2.4;78.2;30310;30;798098.78;6294252.96;Verg̬ze;12670
2530E0482659D;12/02/2025;E;E;appartement;1964;collectif;2.5;59.4;30000;30;811361.3;6305196.21;N̨mes;150573
2530E0906719D;17/03/2025;A;A;maison;;;2.5;82.3;30130;30;830782.51;6350923.01;Pont-Saint-Esprit;4304.5
2530E1664201B;20/05/2025;B;A;maison;;;2.6;180;30800;30;814928.03;6288194.53;Saint-Gilles;9664.8
2530E0829636K;11/03/2025;D;B;maison;;;2.5;169.6;30220;30;796355.5;6275097.36;Aigues-Mortes;20618.2
2530E1266656W;13/04/2025;C;B;maison;;;2.7;21.4;30500;30;798543.33;6345185.08;All̬gre-les-Fumades;1725.2
2530E0858784M;13/03/2025;C;C;appartement;1964;collectif;2.5;69;30900;30;807369.28;6303435.03;N̨mes;103257.6
2530E0043561T;07/01/2025;B;B;appartement;;individuel;2.5;88.2;30130;30;831180.89;6352729.56;Pont-Saint-Esprit;28063.9
2530E0043685N;07/01/2025;B;B;appartement;2016;individuel;2.5;54.1;30100;30;785558.5;6337818.15;Al̬s;23281.1
2530E1842150G;04/06/2025;B;A;maison;2018;;2.5;84.6;30420;30;796705.92;6299212.31;Calvisson;1211.7
2540E1182899V;07/04/2025;C;A;appartement;1990;individuel;2.5;87.5;30650;30;839346.13;6319350.21;Rochefort-du-Gard;6424.9
2530E1979921D;17/06/2025;C;C;appartement;2003;individuel;2.5;102.8;30110;30;781764.96;6346375.91;La Grand-Combe;20724.9
2530E0855813F;13/03/2025;D;B;appartement;1984;individuel;2.5;25.2;30240;30;791100.77;6269410.02;Le Grau-du-Roi;1686.3
2530E1172742U;04/04/2025;C;C;appartement;1983;individuel;2.5;31.3;30128;30;814825.98;6297789.07;Garons;33612.3
2530E0026982C;06/01/2025;B;A;maison;2004;;2.5;149.1;30800;30;814650.48;6287741.25;Saint-Gilles;4837.8
2530E1061923N;12/03/2025;D;D;maison;1978;;2.5;116;30600;30;802911.76;6288450.69;Vauvert;16206.2
2530E1267515X;14/04/2025;E;E;appartement;1650;individuel;2.7;232;30160;30;784489.12;6356683.75;Peyremale;46096.3
2530E1313326W;16/04/2025;E;C;maison;;;2.8;264.1;30570;30;752215.27;6330862.25;Val-d'Aigoual;38123.6
2530E1021382G;25/03/2025;D;D;immeuble;1962;collectif;2.5;;30000;30;811568.67;6305380.67;N̨mes;74125.6
2530E0534515P;17/02/2025;E;B;immeuble;1949;individuel;2.5;;30127;30;821928.3;6296191.05;Bellegarde;11819.2
2530E0137923B;15/01/2025;B;B;appartement;;individuel;2.5;89.4;30100;30;788072.77;6338635.73;Al̬s;69325.6
2530E1235792U;10/04/2025;C;C;maison;1998;;2.6;168.1;30650;30;834766.89;6320040.03;Rochefort-du-Gard;18715.6
2530E0043629J;07/01/2025;C;C;appartement;2016;individuel;2.5;88.7;30100;30;785539.99;6337760.34;Al̬s;27741.5
2530E1195464S;07/04/2025;C;C;appartement;1900;individuel;2.5;58.1;30100;30;786276.1;6336755.66;Al̬s;2404.3
2530E1063039L;27/03/2025;D;D;appartement;1966;individuel;2.5;68;30000;30;812058.33;6306138.27;N̨mes;5403.9
2530E0702745Z;02/03/2025;A;A;maison;2024;;2.5;68.9;30100;30;788306.41;6336340.35;Al̬s;1995.8
2530E1807845V;02/06/2025;C;A;appartement;1973;individuel;2.5;22.8;30000;30;811463.02;6305565.53;N̨mes;1257.4
2530E1195461P;07/04/2025;C;C;maison;;;3;174.4;30400;30;843340.53;6319462.21;Villeneuve-l̬s-Avignon;11109.6
2530E0999592E;24/03/2025;D;D;appartement;1962;collectif;2.5;54.3;30000;30;811631.35;6305467.24;N̨mes;82276.5
2530E0138205X;15/01/2025;B;B;appartement;;individuel;2.5;63.2;30100;30;788072.77;6338635.73;Al̬s;69325.6
2530E0225998O;22/01/2025;C;C;appartement;1962;collectif;2.5;66.4;30000;30;811597.71;6305252.48;N̨mes;4482.7
2530E0812826W;10/03/2025;F;F;maison;;;2.6;105.5;30430;30;807513.42;6353975.44;Saint-Privat-de-Champclos;20189.5
2530E0886704I;16/03/2025;C;A;appartement;;individuel;2.5;14.8;30000;30;809238.02;6305099.65;N̨mes;607.2
2530E0422974O;07/02/2025;B;A;appartement;;individuel;2.5;47.5;30110;30;782040.8;6346187.5;La Grand-Combe;15131.7
2530E0518700I;14/02/2025;B;A;maison;;;2.6;71.2;30440;30;751862.73;6317411.64;Saint-Bresson;5390.2
2530E0547596S;18/02/2025;D;D;maison;;;2.5;65;30100;30;787798.72;6337443.99;Al̬s;8208.1
2530E0759155P;06/03/2025;D;B;maison;1980;;2.5;129;30150;30;841708.23;6329310.38;Roquemaure;14202.4
2530E1562279Z;12/05/2025;C;C;appartement;1988;individuel;2.5;76.6;30700;30;813799.48;6324623.62;Uz̬s;2069.4
2530E0968755D;21/03/2025;D;C;appartement;1964;collectif;2.5;88;30900;30;807260.73;6303358.73;N̨mes;9024.8
2530E0859510K;13/03/2025;C;C;appartement;1995;individuel;2.5;74;30100;30;785965.13;6336362.85;Al̬s;208766.1
2530E0036095P;06/01/2025;F;F;maison;;;2.5;78.1;30640;30;806875.53;6292180.66;Beauvoisin;22078
2530E1530001N;07/05/2025;D;D;appartement;;individuel;2.5;30;30000;30;809367.23;6305701.58;N̨mes;43204.9
2530E0460554Y;11/02/2025;F;C;maison;;;2.3;51.6;30700;30;814350.26;6318310.05;Sanilhac-Sagri̬s;8662.3
2530E1847663H;05/06/2025;C;C;appartement;2007;individuel;2.5;70.3;30100;30;786411.51;6337336.19;Al̬s;2771.9
2530E0042709Z;07/01/2025;A;A;appartement;2019;individuel;2.5;82.8;30126;30;835512.95;6327761.11;Lirac;19333.1
2530E1787271N;30/05/2025;B;A;maison;;;2.5;143.5;30220;30;796485.63;6281963.14;Saint-Laurent-d'Aigouze;13598.1
2530E1331622O;18/04/2025;C;C;maison;;;2.8;56.9;30000;30;809961.5;6304049.08;N̨mes;7063.9
2530E0305969J;29/01/2025;C;C;maison;;;2.5;180.7;30120;30;748879.23;6317064.02;Pommiers;9061.7
2530E0859578A;13/03/2025;C;C;appartement;1995;individuel;2.5;77;30100;30;785965.13;6336362.85;Al̬s;208766.1
2530E0743797X;05/03/2025;E;C;appartement;;individuel;2.5;30.9;30200;30;833371.44;6338306.14;Orsan;4480.4
2530E0043014S;07/01/2025;C;A;appartement;;collectif;2.5;76;30110;30;782185.52;6346752.59;La Grand-Combe;77029.3
2530E0401447P;05/02/2025;B;A;maison;;;2.5;133.3;30350;30;785908.6;6322231.87;Saint-Jean-de-Serres;6009.8
2530E0170345B;17/01/2025;D;B;maison;;;2.7;119.9;30120;30;746083.18;6321729.33;Br̩au-Mars;10730.6
2530E0204627P;21/01/2025;C;C;appartement;1972;collectif;2.5;87.3;30900;30;807309.08;6303678.52;N̨mes;7608.1
2530E1115601B;01/04/2025;C;C;appartement;1970;individuel;2.5;56.4;30240;30;792189.26;6270957.28;Le Grau-du-Roi;3743.8
2530E0177868K;18/01/2025;D;B;maison;;;3.2;122.6;30300;30;828327.71;6306649.75;Comps;18411.5
2530E1709271N;23/05/2025;C;A;appartement;;individuel;2.7;722.9;30000;30;809527.21;6305525.74;N̨mes;43953
2530E0328173J;30/01/2025;C;C;appartement;1956;individuel;2.5;79;30200;30;829133.66;6340978.81;Bagnols-sur-C̬ze;80977.4
2530E1293158E;15/04/2025;E;B;appartement;1800;individuel;2.5;46.3;30000;30;809293.62;6305230.08;N̨mes;8515
2530E0862806E;13/03/2025;D;B;appartement;;individuel;2.5;65.7;30100;30;787322.79;6337912.18;Al̬s;9902.2
2530E1631080E;16/05/2025;C;C;appartement;1986;individuel;2.5;64.5;30300;30;832263.91;6302163.03;Beaucaire;73286.7
2530E1803480Y;02/06/2025;C;B;appartement;1975;collectif;2.5;70.5;30480;30;784310.96;6340499.65;Cendras;1782.8
2530E0153858Y;16/01/2025;D;D;appartement;1962;collectif;2.5;55.1;30000;30;811633.48;6305350.25;N̨mes;4852.2
2530E1959743B;16/06/2025;D;D;maison;1956;;2.9;66;30000;30;808747.28;6306377.66;N̨mes;13556.4
2530E0973690Y;21/03/2025;D;D;appartement;1962;collectif;2.5;69.7;30000;30;811637.11;6305441.23;N̨mes;88327.2
2530E0442132K;09/02/2025;D;B;maison;1900;;2.3;48.7;30133;30;841657.66;6318703.49;Les Angles;7785
2530E1361182M;22/04/2025;C;C;appartement;1988;individuel;2.5;66;30320;30;816199.68;6307950.83;Marguerittes;75229.1
2530E0678384A;27/02/2025;C;C;appartement;;collectif;2.5;69;30100;30;786917.11;6338642.17;Al̬s;336487
2530E0043495F;07/01/2025;B;B;appartement;;individuel;2.5;88.2;30130;30;831180.89;6352729.56;Pont-Saint-Esprit;28063.9
2530E0354212W;02/02/2025;C;C;appartement;1956;individuel;2.5;67;30200;30;829133.66;6340978.81;Bagnols-sur-C̬ze;76707.4
2530E0800502W;10/03/2025;B;A;maison;2014;;2.7;113.4;30100;30;788941.13;6335039.97;Al̬s;6162.2
2530E0137958K;15/01/2025;B;B;appartement;;individuel;2.5;95.6;30100;30;788072.77;6338635.73;Al̬s;69325.6
2530E1633284Y;16/05/2025;A;A;maison;2006;;2.5;161.5;30620;30;806338.42;6296095.1;Aubord;6677.9
2530E1351808Y;21/04/2025;C;A;maison;1961;;2.4;75.9;30290;30;832662.44;6331335.44;Saint-Victor-la-Coste;4795.9
2530E1223919D;09/04/2025;D;B;appartement;2009;individuel;2.5;44.4;30000;30;809552.73;6305463.49;N̨mes;20454.7
2530E1805206I;02/06/2025;D;C;maison;;;2.6;116.3;30133;30;842159.58;6319973.31;Les Angles;24660.4
2530E0494307D;13/02/2025;C;C;maison;1950;;2.5;117.8;30000;30;810387.53;6304582.16;N̨mes;13389.9
2530E0648181J;26/02/2025;B;A;maison;1993;;2.5;81.7;30000;30;811649.11;6304136.31;N̨mes;3119.5
2530E0835558E;12/03/2025;D;B;appartement;;individuel;2.5;33.6;30000;30;809083.4;6305431.96;N̨mes;1932.8
2530E0517796O;14/02/2025;A;A;appartement;;individuel;2.5;80.6;30300;30;830372.23;6303078.13;Beaucaire;39863
2530E0445445V;10/02/2025;B;B;maison;;;2.6;81.5;30300;30;829925.09;6302285.6;Beaucaire;9005.7
2530E1020444E;25/03/2025;D;D;appartement;1962;collectif;2.5;54.3;30000;30;811631.35;6305467.24;N̨mes;87413.4
2530E0152723H;16/01/2025;C;C;appartement;2020;individuel;2.5;74;30540;30;805436.89;6300211.37;Milhaud;14667.9
2530E1257413J;11/04/2025;B;A;maison;1980;;2.6;197;30470;30;797559.62;6287572.96;Aimargues;23738.5
2530E0877026C;14/03/2025;D;B;maison;2009;;2.6;26.3;30230;30;814642.96;6301428.31;Bouillargues;2179.6
2530E1782367X;26/05/2025;C;A;appartement;1982;individuel;2.5;27;30240;30;792762.86;6270558.64;Le Grau-du-Roi;744.9
2530E2021482Q;20/06/2025;B;A;maison;2013;;2.5;116;30380;30;787774.47;6331314.24;Saint-Christol-lez-Al̬s;3824.7
2530E1637093L;17/05/2025;C;A;appartement;;individuel;2.5;41.8;30340;30;790671.71;6344971.18;Rousson;859.8
2530E1709794Q;23/05/2025;D;B;maison;1982;;2.6;89.9;30130;30;827296.29;6349837.01;Carsan;8124.1
2530E0500557N;13/02/2025;C;A;appartement;;individuel;3.1;70.7;30000;30;809970.46;6305404.36;N̨mes;3969.4
2530E0993897D;24/03/2025;D;D;appartement;1962;collectif;2.5;66.4;30000;30;811559.28;6305324.72;N̨mes;74455.8
2530E2160208G;30/06/2025;C;A;appartement;1999;individuel;3;49.8;30300;30;832285.25;6302402.33;Beaucaire;1043.6
2530E1247399F;11/04/2025;C;A;appartement;1976;individuel;2.5;27.1;30240;30;791200.97;6272447.03;Le Grau-du-Roi;1989.2
2530E0295251D;28/01/2025;F;C;appartement;;individuel;2.5;25.4;30000;30;810056.97;6305471.77;N̨mes;22891.1
2530E0501725L;13/02/2025;B;A;appartement;1900;individuel;3.9;26.2;30000;30;809883.54;6305425.09;N̨mes;2724.8
2530E0043397L;07/01/2025;B;B;appartement;2016;individuel;2.5;54.1;30100;30;785575.4;6337769.16;Al̬s;27490.7
2530E0165041B;17/01/2025;C;B;maison;;;2.5;78.7;30300;30;829118.41;6307302.31;Comps;7786.7
2530E1795952K;01/06/2025;B;A;maison;2011;;2.6;120.1;30470;30;796990.36;6289802.2;Aimargues;7610.9
2530E0656109H;26/02/2025;D;C;appartement;1965;collectif;2.5;120;30000;30;809669.93;6306567.91;N̨mes;241462
2530E1548549X;09/05/2025;C;A;appartement;2012;individuel;2.5;36.9;30000;30;810232.28;6305512.49;N̨mes;688.6
2530E1368543P;22/04/2025;C;C;appartement;1990;individuel;2.5;77.1;30133;30;840648.18;6319671.5;Les Angles;2469.6
2530E2025766K;20/06/2025;D;D;appartement;1910;individuel;2.5;63.8;30900;30;808774.81;6304958.11;N̨mes;39129.2
2530E0354358M;02/02/2025;D;D;appartement;1956;individuel;2.5;67;30200;30;829133.66;6340978.81;Bagnols-sur-C̬ze;74627.3
2530E1177758S;05/04/2025;A;A;maison;2017;;2.5;191.6;30390;30;833576.89;6316946.25;Domazan;4786.8
2530E0556690M;18/02/2025;C;A;appartement;1980;individuel;2.4;28.2;30240;30;792781.17;6270305.91;Le Grau-du-Roi;4869.1
2530E0803151T;09/03/2025;C;A;appartement;;individuel;2.5;50.7;30000;30;812228.23;6307547.52;N̨mes;686.3
2530E2047062M;23/06/2025;C;A;maison;1990;;2.5;82;30420;30;796080.52;6299010.89;Calvisson;5769.1
2530E0150357H;16/01/2025;C;C;appartement;;individuel;2.4;41.3;30400;30;843320.12;6321173.34;Villeneuve-l̬s-Avignon;656.8
2530E1044891L;25/03/2025;B;A;maison;1900;;2.7;105.9;30600;30;803092.1;6288849.97;Vauvert;9051.3
2530E0094191B;10/01/2025;C;C;appartement;1961;collectif;2.5;66.3;30900;30;809021.44;6303806.93;N̨mes;4258.5
2530E1489346W;03/05/2025;C;A;maison;;;2.5;35;30650;30;835583.32;6320809.75;Rochefort-du-Gard;3218.2
2530E0835112A;12/03/2025;C;C;appartement;1977;individuel;2.5;76;30900;30;808832.54;6303279.22;N̨mes;30398.4
2530E2049456O;23/06/2025;C;A;appartement;1900;individuel;2.6;90.6;30000;30;809447.24;6305400.21;N̨mes;5715.3
2530E1559138E;12/05/2025;E;E;appartement;1983;individuel;2.5;51.3;30700;30;813246.94;6324861.97;Uz̬s;7861.8
2530E1210515P;08/04/2025;C;C;appartement;1964;collectif;2.5;50;30800;30;815670.28;6288275.99;Saint-Gilles;34933.1
2530E1485337R;02/05/2025;E;D;appartement;;individuel;3.2;103.4;30700;30;814024.3;6325980.44;Uz̬s;19516.1
2530E2043738Q;23/06/2025;D;D;appartement;1955;individuel;2.5;64.7;30480;30;784402.46;6340039.54;Cendras;8641.5
2530E0020358I;04/01/2025;D;D;appartement;;individuel;2.5;82.6;30100;30;787808.53;6337181;Al̬s;14731.3
2530E0954743F;20/03/2025;D;B;maison;;;2.6;110.9;30380;30;785827.31;6332835.49;Saint-Christol-lez-Al̬s;11502
2530E0501043F;13/02/2025;D;B;appartement;;individuel;2.8;40.3;30000;30;810171.02;6305751.04;N̨mes;3495.9
2530E1523118U;06/05/2025;C;C;appartement;;collectif;2.5;100;30100;30;786917.11;6338642.17;Al̬s;241970.4
2530E0644536E;26/02/2025;B;A;maison;1993;;2.5;79.8;30000;30;811649.11;6304136.31;N̨mes;3785.8
2530E0238337D;23/01/2025;B;A;appartement;;individuel;2.5;59;30110;30;782175.03;6345962.69;La Grand-Combe;22970.7
2530E0189639D;20/01/2025;C;A;appartement;2000;individuel;2.5;74;30900;30;808459.84;6304836.36;N̨mes;3318.9
2530E0365870G;03/02/2025;C;A;immeuble;1974;individuel;2.5;;30000;30;809279.48;6305032.34;N̨mes;159279.4
2530E0411569X;06/02/2025;D;D;appartement;1959;individuel;2.5;61;30100;30;786235.3;6337388.01;Al̬s;8556.1
2530E1116122C;01/04/2025;D;D;appartement;1945;mixte (collectif-individuel);2.6;35.7;30129;30;818758.44;6303300.76;Manduel;4364.6
2530E0370235D;03/02/2025;C;A;maison;2012;;2.5;59.2;30290;30;833310.28;6336713.36;Laudun-l'Ardoise;2653.2
2530E1019765B;25/03/2025;D;D;appartement;1962;collectif;2.5;54.3;30000;30;811637.11;6305441.23;N̨mes;85335.7
2530E0237157T;23/01/2025;B;A;appartement;;individuel;2.5;18.8;30000;30;811685.56;6306318.08;N̨mes;119.6
2530E0950524Y;20/03/2025;C;A;appartement;;collectif;2.3;50.4;30130;30;831497.08;6351602.04;Pont-Saint-Esprit;4154
2530E0813540I;11/03/2025;B;A;maison;;;2.5;84.4;30800;30;815312.98;6287899.71;Saint-Gilles;3309.5
2530E0486129P;12/02/2025;D;D;maison;1970;;2.5;86.6;30900;30;806301.64;6304069.02;N̨mes;12647.1
2530E0786347L;07/03/2025;A;A;appartement;2021;individuel;2.5;67.9;30310;30;798342.42;6293895.73;Verg̬ze;1713.7
2530E1616319L;15/05/2025;C;C;appartement;;individuel;2.9;79.8;30300;30;832435;6302385.33;Beaucaire;23668.8
2530E0585232G;19/02/2025;E;B;appartement;1970;individuel;2.5;35.7;30240;30;792133.19;6271345.3;Le Grau-du-Roi;4005
2530E0162445F;17/01/2025;A;A;appartement;2019;individuel;2.5;79.6;30540;30;805243.17;6300090.8;Milhaud;19911.1
2530E1293337B;15/04/2025;C;C;appartement;2016;individuel;2.5;58.1;30900;30;808500.68;6304805.05;N̨mes;1152.5
2530E0867072G;14/03/2025;C;C;appartement;1964;collectif;2.5;78.2;30900;30;807342.59;6303476.25;N̨mes;134914.2
2530E0469905P;11/02/2025;E;B;appartement;;individuel;2.5;59;30240;30;791951.01;6271389.36;Le Grau-du-Roi;7134.2
2530E1773549T;28/05/2025;E;E;maison;;;3.3;112.9;30900;30;808625.15;6303505.84;N̨mes;20930.8
2530E0669593X;27/02/2025;B;A;maison;1993;;2.5;69.6;30000;30;811649.11;6304136.31;N̨mes;2855.3
2530E1949836A;13/06/2025;C;C;maison;2000;;2.5;97.5;30840;30;825595.55;6310118.24;Meynes;7375
2530E0140570W;15/01/2025;F;C;maison;1940;;2.7;61.1;30000;30;810171.41;6305594.56;N̨mes;12404
2530E0677266A;27/02/2025;D;D;appartement;1969;individuel;2.5;69.8;30700;30;813692.95;6324361.1;Uz̬s;5522.3
2530E2155168K;30/06/2025;A;A;maison;;;2.5;83.2;30310;30;798388.28;6293926.55;Verg̬ze;1445.4
2530E0017099Z;03/01/2025;C;B;appartement;;individuel;2.5;47.6;30390;30;834828.78;6311507.75;Aramon;30327.9
2530E0407035N;06/02/2025;B;A;appartement;;individuel;2.9;69;30410;30;792520.63;6352367.63;Meyrannes;3442.8
2530E0494216Q;13/02/2025;A;A;maison;1988;;2.5;112.4;30320;30;817301.27;6308761.75;Marguerittes;3784.7
2530E0065781J;08/01/2025;B;A;appartement;1982;individuel;2.5;79.4;30600;30;803000.01;6289402.44;Vauvert;3250.8
2530E0905322K;17/03/2025;C;A;maison;;;2.5;115;30200;30;831986.35;6345748.97;V̩n̩jan;5435.4
2530E1362696S;22/04/2025;C;C;appartement;2011;individuel;2.5;59.6;30310;30;798686.09;6294204.02;Verg̬ze;16105.7
2530E1079198Y;28/03/2025;C;B;maison;;;2.5;128.6;30270;30;772102.19;6333800.88;Saint-Jean-du-Gard;10244.5
2530E0047628E;07/01/2025;C;A;maison;1960;;2.6;106;30129;30;820326.76;6304748.47;Redessan;16241.9
2530E1848199X;03/06/2025;C;C;maison;1949;;2.5;99.5;30000;30;810052.74;6305585.84;N̨mes;5425.4
2530E2089115X;25/06/2025;C;A;appartement;;individuel;3.1;65.2;30150;30;843076.66;6329159.69;Roquemaure;4030.6
2530E0121489Z;14/01/2025;B;A;appartement;;individuel;2.6;71.4;30380;30;786645.22;6331095.98;Saint-Christol-lez-Al̬s;2702.7
2530E1809951V;02/06/2025;F;F;immeuble;1971;mixte (collectif-individuel);2.5;;30620;30;801765.49;6295270.4;Uchaud;29424.3
2530E0993859R;24/03/2025;D;D;appartement;1962;collectif;2.5;54.3;30000;30;811559.28;6305324.72;N̨mes;74455.8
2530E0633376Y;25/02/2025;C;B;maison;1995;;2.5;105.5;30420;30;797307.95;6298307.26;Calvisson;7192.5
2530E0995782Q;24/03/2025;D;D;appartement;1962;collectif;2.5;54.3;30000;30;811573.88;6305409.66;N̨mes;76483.6
2530E0122521R;14/01/2025;C;A;appartement;;individuel;2.4;41;30130;30;830062.27;6353921.25;Pont-Saint-Esprit;3164.8
2530E0788591T;06/03/2025;D;D;appartement;1979;individuel;2.4;40.7;30240;30;791953.81;6269155.8;Le Grau-du-Roi;4151.6
2530E0511558Q;14/02/2025;A;A;maison;;;2.8;198.7;30250;30;786831.23;6299476.95;Sommi̬res;11161.2
2530E0354322C;02/02/2025;D;D;immeuble;1956;individuel;2.5;;30200;30;829133.66;6340978.81;Bagnols-sur-C̬ze;74627.3
2530E1846779H;03/06/2025;D;D;appartement;1947;individuel;2.6;47.5;30100;30;786294.97;6336751.14;Al̬s;4061.5
2530E0189676O;20/01/2025;B;B;appartement;1994;individuel;2.5;98;30900;30;808447.99;6305393.52;N̨mes;2529.1
2530E0225305X;22/01/2025;C;C;appartement;1972;individuel;2.5;81;30170;30;768722.43;6319172.06;Saint-Hippolyte-du-Fort;139383.7
2530E1971695T;16/06/2025;C;C;appartement;2003;individuel;2.5;85.6;30110;30;781764.96;6346375.91;La Grand-Combe;15376.4
2530E1745742G;27/05/2025;D;D;maison;1981;;2.7;157.3;30190;30;806594.375;6321687;Bourdic;17661.3
2530E1112633X;01/04/2025;D;B;maison;1949;;2.7;123.8;30300;30;832048.5;6302422.41;Beaucaire;13348.3
2530E2112095T;26/06/2025;C;A;appartement;2011;individuel;2.5;62;30300;30;830171.13;6303893.72;Beaucaire;2744.4
2530E0820015J;11/03/2025;E;C;appartement;;individuel;2.6;60.5;30350;30;790844.79;6323613.78;Maru̩jols-l̬s-Gardon;10286.8
2530E2085888U;25/06/2025;C;A;appartement;1997;individuel;2.3;61.5;30200;30;832318.58;6345723.37;V̩n̩jan;2908.2
2530E0053051T;08/01/2025;D;B;immeuble;1962;individuel;2.5;;30000;30;810191.34;6306077.7;N̨mes;67818.3
2530E1229274C;09/04/2025;C;A;maison;1988;;2.5;95.8;30320;30;817586.7;6308775.25;Marguerittes;7142.4
2530E0964597F;21/03/2025;D;B;maison;;;2.5;93.9;30400;30;842774.72;6319592.81;Villeneuve-l̬s-Avignon;14269.1
2530E1906510Q;11/06/2025;D;D;maison;;;3;97;30700;30;813776.65;6324943.04;Uz̬s;13647.2
2530E0212970M;21/01/2025;A;A;appartement;;individuel;2.5;68.3;30110;30;782040.8;6346187.5;La Grand-Combe;13485.2
2530E2077784C;24/06/2025;C;A;appartement;;individuel;2.5;43.8;30500;30;795790.78;6352141.71;Saint-Ambroix;3241.6
2530E1220439H;09/04/2025;D;B;maison;;;2.5;135;30260;30;783648.13;6308735.77;Sardan;17957.2
2530E0480243F;12/02/2025;C;B;appartement;;individuel;2.5;70.1;30128;30;814937.79;6297587.47;Garons;5224.8
2530E0153440W;16/01/2025;A;A;maison;2018;;2.5;111.7;30190;30;806496.09;6316140.27;Sainte-Anastasie;4268.8
2530E0426071R;07/02/2025;D;D;appartement;1960;collectif;2.5;55.1;30000;30;811633.48;6305350.25;N̨mes;254567.3
2530E1074358U;28/03/2025;C;A;appartement;;individuel;2.9;50;30500;30;795726.01;6352085.39;Saint-Ambroix;1844.2
2530E0552293J;18/02/2025;A;A;appartement;2013;individuel;2.5;95.9;30310;30;798851.72;6293958.41;Verg̬ze;26068.1
2530E0727242E;04/03/2025;A;A;maison;2017;;2.5;88.9;30640;30;805991.11;6291427.85;Beauvoisin;2969.5
2530E0400601B;05/02/2025;B;A;maison;;;2.8;121.2;30126;30;836117.86;6329773.08;Saint-Laurent-des-Arbres;8006
